,Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Children Involved,Teens Involved,Accident,Mass Shooting,Year,Quarter,Month,Week,Weekday
2021925,2021925,01-Jun-21,Illinois,North Aurora,151 Hansen Blvd,0.0,2.0,False,True,False,False,2021,2,6,22,1
2317904,2317904,01-Jun-22,Maryland,Glen Burnie,116-B Warwickshire Ln,1.0,0.0,False,True,False,False,2022,2,6,22,2
2319007,2319007,01-Jun-22,Arkansas,North Little Rock,2200 block of E. Washington Ave,1.0,0.0,False,True,False,False,2022,2,6,22,2
2318471,2318471,01-Jun-22,Texas,Wichita Falls,Grace St and 23rd St,1.0,0.0,False,True,False,False,2022,2,6,22,2
2331879,2331879,01-Jun-22,Wisconsin,Milwaukee,922 S 35th St,1.0,0.0,False,True,False,False,2022,2,6,22,2
2318937,2318937,01-Jun-22,Texas,El Paso,100 block of Edith Dr,0.0,1.0,False,True,False,False,2022,2,6,22,2
2318793,2318793,01-Jun-22,Pennsylvania,Towanda,898 Golden Mile Rd,0.0,1.0,False,False,True,False,2022,2,6,22,2
2318628,2318628,01-Jun-22,Alabama,Mobile,100 block of Michael Donald Ave,1.0,0.0,False,True,False,False,2022,2,6,22,2
2317927,2317927,01-Jun-22,Michigan,Flint,1000 block of E Foss Ave,1.0,1.0,True,False,False,False,2022,2,6,22,2
2318076,2318076,01-Jun-22,Ohio,Cleveland,7310 Carson Ave,0.0,2.0,True,False,False,False,2022,2,6,22,2
2318787,2318787,01-Jun-22,Ohio,Columbus,False,0.0,1.0,False,True,False,False,2022,2,6,22,2
2318430,2318430,01-Jun-22,California,Van Nuys,13000 Oxnard St,0.0,1.0,False,True,False,False,2022,2,6,22,2
2319372,2319372,01-Jun-22,California,Tracy,Tracy Blvd and Valpico Rd,1.0,1.0,False,True,False,False,2022,2,6,22,2
2318526,2318526,01-Jun-22,Illinois,Chicago,5300 block of W Madison St,0.0,1.0,False,True,False,False,2022,2,6,22,2
2320470,2320470,01-Jun-22,Alabama,Bessemer,Fourth Ave SW and Crumpton Dr,0.0,1.0,False,False,True,False,2022,2,6,22,2
2318994,2318994,01-Jun-22,Texas,Houston,1501 Big Bend Dr,0.0,1.0,True,False,True,False,2022,2,6,22,2
2318310,2318310,01-Jun-22,Oklahoma,Tulsa,6161 S Yale Ave,5.0,0.0,False,False,False,True,2022,2,6,22,2
2319954,2319954,01-Jun-22,Ohio,Akron,1000 block of Nadia Ct,0.0,1.0,False,False,True,False,2022,2,6,22,2
1942559,1942559,01-Mar-21,Illinois,Chicago,100 block of W 127th St,1.0,1.0,True,False,True,False,2021,1,3,9,0
1942321,1942321,01-Mar-21,Ohio,Columbus,1982 Maryland Ave,0.0,1.0,True,False,True,False,2021,1,3,9,0
1942461,1942461,01-Mar-21,Ohio,Toledo,1500 block of Nevada St,2.0,0.0,False,False,True,False,2021,1,3,9,0
1942812,1942812,01-Mar-21,Georgia,Bishop,1200 Block of Riverwalk Rd,1.0,1.0,True,False,False,False,2021,1,3,9,0
1945763,1945763,01-Mar-21,Missouri,Warsaw,US-65,3.0,0.0,True,False,False,False,2021,1,3,9,0
1944255,1944255,01-Mar-21,New Mexico,Taos,Salazar Rd,1.0,0.0,False,False,True,False,2021,1,3,9,0
1942028,1942028,01-Mar-21,Maryland,Baltimore,2000 block of St Cloud Ave,0.0,1.0,False,True,False,False,2021,1,3,9,0
1942147,1942147,01-Mar-21,Kentucky,Louisville,4200 block of Vermont Ave,0.0,1.0,False,True,False,False,2021,1,3,9,0
1942741,1942741,01-Mar-21,Oklahoma,Tulsa,3608 N Quaker Ave,0.0,1.0,False,True,False,False,2021,1,3,9,0
1942467,1942467,01-Mar-21,Iowa,Des Moines,1300 block of 13th St,0.0,1.0,True,False,False,False,2021,1,3,9,0
1942781,1942781,01-Mar-21,Georgia,Atlanta,2914 Memorial Dr SE,0.0,2.0,False,True,False,False,2021,1,3,9,0
1942456,1942456,01-Mar-21,Washington,Renton,N 4th St,1.0,0.0,False,True,False,False,2021,1,3,9,0
1942056,1942056,01-Mar-21,Kentucky,Lexington,Rand Ave,0.0,1.0,True,True,True,False,2021,1,3,9,0
1941653,1941653,01-Mar-21,Arkansas,Pine Bluff,4000 S Camden Rd,1.0,0.0,False,True,False,False,2021,1,3,9,0
1942788,1942788,01-Mar-21,Michigan,Niles,1265 S 11th St,0.0,2.0,False,True,False,False,2021,1,3,9,0
1942150,1942150,01-Mar-21,Virginia,Suffolk,400 block of Wilson St,0.0,1.0,False,True,False,False,2021,1,3,9,0
1946488,1946488,01-Mar-21,New Jersey,Deptford,1276 Clements Bridge Rd,0.0,1.0,False,True,False,False,2021,1,3,9,0
2245103,2245103,01-Mar-22,Pennsylvania,Philadelphia,S 18th St and Barbara St,1.0,0.0,False,True,False,False,2022,1,3,9,1
2245106,2245106,01-Mar-22,Florida,Jacksonville,700 block of Duval Station Rd,0.0,1.0,False,True,False,False,2022,1,3,9,1
2245905,2245905,01-Mar-22,Arizona,Phoenix,7th Ave and Alta Vista Rd,1.0,0.0,False,False,True,False,2022,1,3,9,1
2244283,2244283,01-Mar-22,Michigan,Troy,1750 Brentwood Dr,2.0,1.0,True,False,False,False,2022,1,3,9,1
2245970,2245970,01-Mar-22,California,Pomona,1400 block of Laurel Ave,0.0,1.0,False,True,False,False,2022,1,3,9,1
2245236,2245236,01-Mar-22,Illinois,Chicago,2300 block of W 72nd St,1.0,0.0,False,True,True,False,2022,1,3,9,1
1992032,1992032,01-May-21,Ohio,Fairborn,3419 Cloveridge Ct,0.0,1.0,False,True,False,False,2021,2,5,17,5
1994269,1994269,01-May-21,Alabama,Montgomery,4000 block of Estate Ave,0.0,1.0,False,True,False,False,2021,2,5,17,5
1992808,1992808,01-May-21,South Carolina,Greenwood,Williams Ave,0.0,1.0,False,True,False,False,2021,2,5,17,5
1992392,1992392,01-May-21,Montana,Billings,1400 block of First Ave N,0.0,2.0,False,True,False,False,2021,2,5,17,5
1992418,1992418,01-May-21,Illinois,Chicago,7200 block of S Blackstone Ave,0.0,1.0,False,True,False,False,2021,2,5,17,5
1992733,1992733,01-May-21,Georgia,Savannah,Tatem St,0.0,1.0,False,False,True,False,2021,2,5,17,5
1994817,1994817,01-May-21,New Mexico,Tucumcari,1100 block of S 2nd St,0.0,2.0,False,True,False,False,2021,2,5,17,5
1994319,1994319,01-May-21,New Jersey,Trenton,Perry St and N Montgomery St,0.0,1.0,False,False,True,False,2021,2,5,17,5
1993641,1993641,01-May-21,Illinois,Rantoul,600 block of Autumn Fields Ln,0.0,1.0,False,True,False,False,2021,2,5,17,5
1993826,1993826,01-May-21,West Virginia,Clarksburg,106 Wilsonburg Rd,0.0,1.0,False,False,True,False,2021,2,5,17,5
1992636,1992636,01-May-21,Georgia,Atlanta,300 block of Delevan St,0.0,3.0,False,True,False,False,2021,2,5,17,5
1998399,1998399,01-May-21,Georgia,Norcross,1355 Graves Rd,0.0,1.0,False,True,False,False,2021,2,5,17,5
1993073,1993073,01-May-21,Florida,Miami (West Perrine),SW 172nd St and Duval Ave,0.0,2.0,False,True,False,False,2021,2,5,17,5
1992851,1992851,01-May-21,California,Oakland,1200 block of 88th Ave,0.0,3.0,False,True,False,False,2021,2,5,17,5
1992617,1992617,01-May-21,Georgia,Valdosta,2100 block of Melrose Dr,0.0,1.0,False,True,False,False,2021,2,5,17,5
1995720,1995720,01-May-21,Mississippi,Rolling Fork,Dr Martin Luther King Jr St,0.0,2.0,False,True,False,False,2021,2,5,17,5
1992740,1992740,01-May-21,Louisiana,New Orleans,Patricia St and Juno Dr,0.0,2.0,False,True,False,False,2021,2,5,17,5
1991887,1991887,01-May-21,Alabama,Dothan,200 block of Hill St,0.0,1.0,False,True,True,False,2021,2,5,17,5
1991902,1991902,01-May-21,Michigan,Detroit,W Chicago and W Parkway St,0.0,1.0,False,False,True,False,2021,2,5,17,5
1993139,1993139,01-May-21,Louisiana,Monroe,1101 Richwood Rd 2,1.0,1.0,False,True,False,False,2021,2,5,17,5
1992410,1992410,01-May-21,New York,New Rochelle,Horton Ave and Brook St,1.0,4.0,False,False,False,True,2021,2,5,17,5
1992603,1992603,01-May-21,Indiana,Elkhart,1020 McKinley St,1.0,0.0,False,True,False,False,2021,2,5,17,5
1992127,1992127,01-May-21,Delaware,Wilmington,800 block of N Pine St,0.0,4.0,False,False,False,True,2021,2,5,17,5
1992926,1992926,01-May-21,North Carolina,Rocky Mount,Westwood Dr and York St,0.0,1.0,True,False,False,False,2021,2,5,17,5
1992534,1992534,01-May-21,Louisiana,New Orleans,St Bernard Ave and N Claiborne Ave,2.0,4.0,False,False,False,True,2021,2,5,17,5
1994114,1994114,01-May-21,California,Adelanto,10000 block of Joshua St,1.0,0.0,False,True,False,False,2021,2,5,17,5
1992490,1992490,01-May-21,Massachusetts,Holyoke,209 South St,0.0,5.0,False,False,False,True,2021,2,5,17,5
1992159,1992159,01-May-21,District of Columbia,Washington,3500 block of Jay St NE,0.0,1.0,True,False,False,False,2021,2,5,17,5
1992469,1992469,01-May-21,Florida,Clewiston,1117 Harlem Academy Ave,1.0,3.0,False,False,False,True,2021,2,5,17,5
1992320,1992320,01-May-21,Georgia,Atlanta,860 Glenwood Ave SE,1.0,2.0,False,True,False,False,2021,2,5,17,5
1991975,1991975,01-May-21,Louisiana,Port Allen,200 block of N 14th St,1.0,0.0,False,True,False,False,2021,2,5,17,5
2291903,2291903,01-May-22,Louisiana,Shreveport,Mitchell Ln and Fairfield Ave,1.0,0.0,False,True,True,False,2022,2,5,17,6
2292452,2292452,01-May-22,Florida,Tarpon Springs,Safford Ave and Boyer St,0.0,6.0,False,False,False,True,2022,2,5,17,6
2291752,2291752,01-May-22,Arizona,Yuma,11th St and Ave A,0.0,1.0,False,True,False,False,2022,2,5,17,6
2293116,2293116,01-May-22,Oregon,Portland,SE 61st Ave and SE Harold St,0.0,1.0,False,True,False,False,2022,2,5,17,6
2292729,2292729,01-May-22,Tennessee,Memphis,4230 Powers Rd,0.0,1.0,True,False,False,False,2022,2,5,17,6
2292944,2292944,01-May-22,Mississippi,Brookhaven,Old Brook Rd,0.0,1.0,True,False,False,False,2022,2,5,17,6
2291712,2291712,01-May-22,Louisiana,Lafayette,500 Jefferson St,0.0,12.0,False,False,False,True,2022,2,5,17,6
2291578,2291578,01-May-22,Ohio,Springfield,Clifton Ave and Rice St,1.0,4.0,False,False,False,True,2022,2,5,17,6
2293282,2293282,01-May-22,Nebraska,Aurora,False,1.0,0.0,False,True,True,False,2022,2,5,17,6
2292613,2292613,01-May-22,South Carolina,North Charleston,US-52 and Ashley Phosphate Rd,1.0,3.0,False,False,False,True,2022,2,5,17,6
2292123,2292123,01-May-22,Virginia,Petersburg,1 Hayden Dr,0.0,1.0,False,False,True,False,2022,2,5,17,6
2292324,2292324,01-May-22,Illinois,Chicago,100 block of N Wabash Ave,0.0,2.0,False,False,True,False,2022,2,5,17,6
2292290,2292290,01-May-22,Texas,Dallas,3700 block of McNeil St,1.0,1.0,False,False,True,False,2022,2,5,17,6
2292330,2292330,01-May-22,Ohio,Cleveland,14700 block of Elm Ave,0.0,1.0,False,False,True,False,2022,2,5,17,6
2292570,2292570,01-May-22,Arkansas,Little Rock,6400 block of Butler Rd,0.0,2.0,False,True,False,False,2022,2,5,17,6
2291859,2291859,01-May-22,Maryland,Capitol Heights (Seat Pleasant),Central Ave and Addison Rd,0.0,2.0,False,True,False,False,2022,2,5,17,6
2294231,2294231,01-May-22,Missouri,Hermann,False,1.0,0.0,False,True,False,False,2022,2,5,17,6
2292547,2292547,01-May-22,Georgia,Douglasville,I-20 and Chapel Hill Rd,0.0,1.0,False,True,False,False,2022,2,5,17,6
2292206,2292206,01-May-22,Tennessee,Chattanooga,4000 block of Chandler Ave,0.0,2.0,False,True,False,False,2022,2,5,17,6
2293596,2293596,01-May-22,New York,Bronx,Grant Ave and E 169th St,0.0,1.0,False,True,False,False,2022,2,5,17,6
2292263,2292263,01-May-22,Virginia,Richmond,200 block of Engleside Dr,0.0,2.0,False,True,False,False,2022,2,5,17,6
2291662,2291662,01-May-22,Illinois,Chicago,4400 block of N Central Park Ave,0.0,1.0,False,True,False,False,2022,2,5,17,6
2157206,2157206,01-Nov-21,Texas,San Antonio,1900 block of W Laurel St,0.0,4.0,False,False,False,True,2021,4,11,44,0
2157682,2157682,01-Nov-21,South Carolina,Columbia,8565 Old Percival Rd,1.0,0.0,False,True,False,False,2021,4,11,44,0
2157628,2157628,01-Nov-21,Ohio,Maple Heights,17000 Broadway Ave,1.0,0.0,False,True,False,False,2021,4,11,44,0
2157591,2157591,01-Nov-21,Georgia,Augusta,2400 block of Plantation Rd,1.0,0.0,False,True,False,False,2021,4,11,44,0
2158894,2158894,01-Nov-21,Illinois,Calumet City,1400 block of Lincoln Pl,1.0,0.0,False,True,False,False,2021,4,11,44,0
2157193,2157193,01-Nov-21,Michigan,Jackson,Sheldon St and W High St,1.0,0.0,False,True,False,False,2021,4,11,44,0
2157243,2157243,01-Nov-21,Indiana,Indianapolis,3631 S Keystone Ave,1.0,0.0,False,True,False,False,2021,4,11,44,0
2156143,2156143,01-Nov-21,North Carolina,Lenoir,542 Willow St NW,2.0,1.0,True,False,False,False,2021,4,11,44,0
2156295,2156295,01-Nov-21,Texas,Dallas,180 Murdock Rd,1.0,0.0,False,True,False,False,2021,4,11,44,0
2156489,2156489,01-Nov-21,North Carolina,Smithfield,Martin Luther King Jr Blvd and Furlong Dr,0.0,1.0,False,True,True,False,2021,4,11,44,0
2157141,2157141,01-Nov-21,Wisconsin,Milwaukee,8900 block of N Michele St,0.0,1.0,False,True,False,False,2021,4,11,44,0
2196325,2196325,01-Nov-21,Pennsylvania,Philadelphia,W Dauphin St and N Gratz St,0.0,1.0,False,True,False,False,2021,4,11,44,0
2156835,2156835,01-Nov-21,Alabama,Opelika,Lee Rd 621,0.0,1.0,False,False,True,False,2021,4,11,44,0
2156035,2156035,01-Nov-21,Texas,San Antonio,17311 Bulverde Rd,0.0,1.0,False,False,True,False,2021,4,11,44,0
2157402,2157402,01-Nov-21,Indiana,Greenwood,1251 US Hwy 31 N,0.0,1.0,False,True,True,False,2021,4,11,44,0
2156690,2156690,01-Nov-21,Virginia,Hampton,400 block of Wakefield Ave,0.0,1.0,False,True,False,False,2021,4,11,44,0
2156352,2156352,01-Nov-21,Connecticut,New Haven,100 block of Lamberton St,0.0,2.0,False,True,False,False,2021,4,11,44,0
2159578,2159578,01-Nov-21,North Carolina,Salisbury,100 block of Ramses Rock Run,1.0,0.0,False,True,True,False,2021,4,11,44,0
2156458,2156458,01-Nov-21,Tennessee,Memphis,Biddlesdon Ln and Rhiannon Dr,0.0,1.0,False,True,False,False,2021,4,11,44,0
2156175,2156175,01-Nov-21,Florida,Orlando,N Orange Ave and Wall St,0.0,4.0,False,True,False,True,2021,4,11,44,0
2156332,2156332,01-Nov-21,Alabama,Birmingham,Valley Rd,0.0,2.0,False,True,False,False,2021,4,11,44,0
2156692,2156692,01-Nov-21,Michigan,Detroit,11700 block of Rossiter St,0.0,1.0,False,True,False,False,2021,4,11,44,0
2156862,2156862,01-Nov-21,Tennessee,Memphis,2645 Davey Dr,0.0,2.0,True,False,False,False,2021,4,11,44,0
2156847,2156847,01-Nov-21,Tennessee,Nashville,2071 Oakwood Ave,1.0,0.0,True,False,True,False,2021,4,11,44,0
2156688,2156688,01-Nov-21,Virginia,Hampton,6 Derby Dr,0.0,1.0,False,True,False,False,2021,4,11,44,0
2196318,2196318,01-Nov-21,Pennsylvania,Philadelphia,1600 block of E Walnut Ln,0.0,1.0,False,True,False,False,2021,4,11,44,0
2130664,2130664,01-Oct-21,Florida,Brandon,1800 Block of Lake Chapman Dr,1.0,0.0,False,True,False,False,2021,4,10,39,4
2130991,2130991,01-Oct-21,Virginia,Portsmouth,200 block of Dale Dr,0.0,1.0,False,True,False,False,2021,4,10,39,4
2130202,2130202,01-Oct-21,Virginia,Portsmouth,2900 block of Berkley Ave,1.0,0.0,False,True,False,False,2021,4,10,39,4
2130984,2130984,01-Oct-21,Virginia,Portsmouth,1800 block of South St,1.0,1.0,False,True,False,False,2021,4,10,39,4
2130879,2130879,01-Oct-21,Wisconsin,Milwaukee,3287 N 46th St,0.0,1.0,False,True,False,False,2021,4,10,39,4
2135787,2135787,01-Oct-21,Connecticut,Stamford,600 block of Pacific St,0.0,1.0,False,True,False,False,2021,4,10,39,4
2130386,2130386,01-Oct-21,Indiana,Indianapolis,1200 N Girls School Rd,0.0,1.0,False,True,False,False,2021,4,10,39,4
2131491,2131491,01-Oct-21,Missouri,Harrisonville,I-49 and E 307th St,0.0,2.0,False,True,False,False,2021,4,10,39,4
2130368,2130368,01-Oct-21,Colorado,Aurora,800 block of Kenton St,0.0,1.0,False,True,False,False,2021,4,10,39,4
2130299,2130299,01-Oct-21,Illinois,Chicago,300 block of N Pine Ave,0.0,2.0,False,True,False,False,2021,4,10,39,4
2130763,2130763,01-Oct-21,Iowa,Cedar Rapids,525 33rd Ave SW,0.0,6.0,False,True,False,True,2021,4,10,39,4
2130913,2130913,01-Oct-21,North Carolina,Durham,750 Stadium Dr,0.0,1.0,False,True,False,False,2021,4,10,39,4
2130611,2130611,01-Oct-21,New York,Brooklyn,1720 Park Pl,0.0,1.0,False,True,False,False,2021,4,10,39,4
2131092,2131092,01-Oct-21,Virginia,Henrico (Highland Springs),1100 E Nine Mile Rd,0.0,1.0,False,True,False,False,2021,4,10,39,4
2130167,2130167,01-Oct-21,Minnesota,Saint Paul,900 block of Edmund Ave W,0.0,1.0,False,True,False,False,2021,4,10,39,4
2130370,2130370,01-Oct-21,District of Columbia,Washington,Forrester St SW and Galveston Pl SW,1.0,5.0,False,True,False,True,2021,4,10,39,4
2130113,2130113,01-Oct-21,Wisconsin,Milwaukee,4351 N 66th St,0.0,2.0,False,True,False,False,2021,4,10,39,4
2130206,2130206,01-Oct-21,Nevada,Las Vegas,6200 block of W Tropicana Ave,0.0,1.0,False,True,False,False,2021,4,10,39,4
2130354,2130354,01-Oct-21,California,Fresno,4900 block of Weathermaker Ave,2.0,0.0,False,True,False,False,2021,4,10,39,4
2130050,2130050,01-Oct-21,Tennessee,Columbia,1200 block of Double Branch Rd,3.0,0.0,True,False,False,False,2021,4,10,39,4
2130366,2130366,01-Oct-21,Nebraska,Omaha,False,0.0,1.0,False,False,True,False,2021,4,10,39,4
2134596,2134596,01-Oct-21,Alabama,Atmore,415 Bragg St,0.0,1.0,False,False,True,False,2021,4,10,39,4
2130135,2130135,01-Oct-21,North Carolina,Gold Hill,Doby Dr,0.0,1.0,False,False,True,False,2021,4,10,39,4
2130979,2130979,01-Oct-21,North Carolina,Smithfield,I-95,0.0,1.0,False,False,True,False,2021,4,10,39,4
2129993,2129993,01-Oct-21,New York,Brooklyn,160 Wyckoff St,0.0,1.0,False,True,True,False,2021,4,10,39,4
2130850,2130850,01-Oct-21,North Carolina,Charlotte,2600 Block of Clydesdale Terrace,1.0,0.0,False,False,True,False,2021,4,10,39,4
2105310,2105310,01-Sep-21,Michigan,Detroit,Wadsworth Ave and Coyle St,0.0,1.0,False,True,False,False,2021,3,9,35,2
2106136,2106136,01-Sep-21,Texas,Houston,11700 Bissonnet St,0.0,1.0,False,True,False,False,2021,3,9,35,2
2105979,2105979,01-Sep-21,Colorado,Aurora,300 block of S Racine St,0.0,1.0,False,True,False,False,2021,3,9,35,2
2105772,2105772,01-Sep-21,Missouri,Columbia,200 block of E Sexton Rd,0.0,1.0,False,True,False,False,2021,3,9,35,2
2106003,2106003,01-Sep-21,New Mexico,Las Cruces,2800 block of Meriwether St,1.0,0.0,False,True,False,False,2021,3,9,35,2
2107176,2107176,01-Sep-21,Michigan,Roseville,20000 block of Twelve Mile Rd,1.0,0.0,True,False,True,False,2021,3,9,35,2
2106512,2106512,01-Sep-21,New York,Elmira,800 block of Walnut St,0.0,1.0,False,False,True,False,2021,3,9,35,2
2106205,2106205,01-Sep-21,Indiana,Gary,E 7th Ave and Clay St,0.0,1.0,False,True,False,False,2021,3,9,35,2
2106351,2106351,01-Sep-21,Michigan,Lowell,11000 block of Barnsley Rd,2.0,0.0,True,False,False,False,2021,3,9,35,2
2105787,2105787,01-Sep-21,Kentucky,Louisville,5504 Ailanthus Trail,1.0,0.0,True,False,False,False,2021,3,9,35,2
2105881,2105881,01-Sep-21,Illinois,Chicago,S Indiana Ave and E 104th St,0.0,1.0,False,False,True,False,2021,3,9,35,2
2106847,2106847,01-Sep-21,Florida,Haines City,False,0.0,1.0,True,False,True,False,2021,3,9,35,2
2106561,2106561,01-Sep-21,Ohio,Columbus,6000 block of Jolliff St,1.0,0.0,False,True,False,False,2021,3,9,35,2
2106309,2106309,01-Sep-21,Minnesota,Saint Paul,Beaumont St E and Burr St N,0.0,1.0,False,True,False,False,2021,3,9,35,2
2106357,2106357,01-Sep-21,Michigan,Flint,200 block of Damon St,0.0,1.0,True,False,False,False,2021,3,9,35,2
2105820,2105820,01-Sep-21,Illinois,Chicago,5200 block of W Byron St,1.0,0.0,False,True,True,False,2021,3,9,35,2
2105246,2105246,01-Sep-21,North Carolina,Winston Salem (Winston-salem),342 Petree Rd,1.0,0.0,False,True,False,False,2021,3,9,35,2
1969705,1969705,02-Apr-21,Mississippi,Biloxi,1980 Beach Blvd,0.0,1.0,False,False,True,False,2021,2,4,13,4
1967891,1967891,02-Apr-21,New York,Staten Island,160 Park Hill Ave,0.0,1.0,False,True,False,False,2021,2,4,13,4
1968714,1968714,02-Apr-21,Kansas,Wichita,2300 N Broadway,0.0,2.0,False,True,False,False,2021,2,4,13,4
1968518,1968518,02-Apr-21,Texas,Houston,4707 Siegel St,0.0,2.0,False,True,False,False,2021,2,4,13,4
1967667,1967667,02-Apr-21,Kentucky,Louisville,100 block of N 39th St,0.0,1.0,False,True,False,False,2021,2,4,13,4
1968513,1968513,02-Apr-21,Texas,Houston,3907 Canal St,0.0,3.0,False,False,True,False,2021,2,4,13,4
1967912,1967912,02-Apr-21,Texas,Edcouch,22000 block of Mile 5 1/2 Rd  W,1.0,0.0,False,False,True,False,2021,2,4,13,4
2269906,2269906,02-Apr-22,Alabama,Montgomery,3500 block of Castle Ridge Rd,0.0,1.0,False,True,False,False,2022,2,4,13,5
2269824,2269824,02-Apr-22,Virginia,Petersburg,300 block of Crestfall Ct,1.0,0.0,False,True,False,False,2022,2,4,13,5
2268723,2268723,02-Apr-22,North Carolina,Shelby,1851 E Dixon Blvd,1.0,3.0,False,False,False,True,2022,2,4,13,5
2268762,2268762,02-Apr-22,Louisiana,Monroe,100 Sterlington Rd,1.0,5.0,False,False,False,True,2022,2,4,13,5
2268823,2268823,02-Apr-22,Virginia,Hampton,500 block of Wine St,1.0,0.0,False,True,False,False,2022,2,4,13,5
2268876,2268876,02-Apr-22,Tennessee,Nashville,6934 US-70S,0.0,1.0,False,True,False,False,2022,2,4,13,5
2270826,2270826,02-Apr-22,Alabama,Talladega,Knox St,1.0,0.0,False,True,False,False,2022,2,4,13,5
2269034,2269034,02-Apr-22,Louisiana,Shreveport,2025 Marshall St,1.0,3.0,False,False,False,True,2022,2,4,13,5
2269126,2269126,02-Apr-22,Oregon,Portland,NW Glisan St and NW 6th Ave,0.0,1.0,False,True,False,False,2022,2,4,13,5
2269239,2269239,02-Apr-22,Georgia,Atlanta,5456 River Station Blvd,1.0,0.0,False,True,False,False,2022,2,4,13,5
2269059,2269059,02-Apr-22,Colorado,Colorado Springs,2400 block of Barkman Dr,0.0,4.0,False,True,False,True,2022,2,4,13,5
2269029,2269029,02-Apr-22,Oklahoma,Tulsa,1300 E 51st Pl N,0.0,1.0,True,False,False,False,2022,2,4,13,5
2269212,2269212,02-Apr-22,Florida,Orlando,2258 S Kirkman Rd,0.0,2.0,True,False,False,False,2022,2,4,13,5
2269714,2269714,02-Apr-22,Pennsylvania,Harrisburg,N 5th St and Woodbine St,0.0,1.0,False,True,False,False,2022,2,4,13,5
2270465,2270465,02-Apr-22,Georgia,Athens,Rocksprings Ct,0.0,2.0,True,False,False,False,2022,2,4,13,5
2269666,2269666,02-Apr-22,Pennsylvania,Philadelphia,3000 block of Ruth St,0.0,1.0,False,True,False,False,2022,2,4,13,5
2268968,2268968,02-Apr-22,New York,Syracuse (Geddes),4713 Onondaga Blvd,0.0,2.0,False,True,False,False,2022,2,4,13,5
2268894,2268894,02-Apr-22,California,Fresno,N Glenn Ave and Belmont Ave,0.0,1.0,False,True,False,False,2022,2,4,13,5
2268959,2268959,02-Apr-22,California,Stockton,2200 block of Van Gogh Ln,0.0,1.0,True,False,False,False,2022,2,4,13,5
2268868,2268868,02-Apr-22,Illinois,Chicago,800 block of E 54th St,0.0,1.0,False,True,False,False,2022,2,4,13,5
