,Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Children Involved,Teens Involved,Accident,Mass Shooting,Year,Quarter,Month,Week,Weekday
2286975,2286975,24-Apr-22,Arizona,Casa Grande,344 N Pottebaum Rd,2.0,0.0,False,True,False,False,2022,2,4,16,6
2286217,2286217,24-Apr-22,Texas,Fort Worth,3800 block of Altamesa Blvd,1.0,0.0,False,True,False,False,2022,2,4,16,6
2287137,2287137,24-Apr-22,New York,Buffalo,500 block of Stockbridge Ave,0.0,2.0,False,True,False,False,2022,2,4,16,6
2287010,2287010,24-Apr-22,Ohio,Warren,Martin St SW,0.0,1.0,False,True,False,False,2022,2,4,16,6
2287398,2287398,24-Apr-22,Maryland,Rosedale,6000 block of Marquette Rd,0.0,1.0,False,True,False,False,2022,2,4,16,6
2286026,2286026,24-Apr-22,Illinois,Chicago,3642 W Douglas Blvd,0.0,1.0,False,True,False,False,2022,2,4,16,6
2286173,2286173,24-Apr-22,Mississippi,Biloxi,Rachel Dr and Terrace Ct,0.0,1.0,False,True,False,False,2022,2,4,16,6
2286958,2286958,24-Apr-22,Ohio,Columbus,10 block of South Terrace Ave,0.0,1.0,False,True,False,False,2022,2,4,16,6
2286788,2286788,24-Apr-22,Wisconsin,Milwaukee,1958 S 5th Pl,1.0,2.0,True,True,False,False,2022,2,4,16,6
2287340,2287340,24-Apr-22,Connecticut,New Haven,Portsea St and Liberty St,0.0,1.0,False,True,False,False,2022,2,4,16,6
2290486,2290486,24-Apr-22,Pennsylvania,York,500 block of W Market St,0.0,1.0,False,True,False,False,2022,2,4,16,6
2287416,2287416,24-Apr-22,Maryland,Baltimore,4100 block of Frederick Ave,0.0,1.0,False,True,False,False,2022,2,4,16,6
2288442,2288442,24-Apr-22,New Jersey,Atlantic City,600 block of Raleigh Ave,0.0,1.0,False,True,False,False,2022,2,4,16,6
2286733,2286733,24-Apr-22,Louisiana,Baton Rouge,10600 block of Browning Dr,0.0,1.0,False,True,False,False,2022,2,4,16,6
2287744,2287744,24-Apr-22,Louisiana,Bastrop,900 block Huey St,0.0,3.0,False,True,False,False,2022,2,4,16,6
2287504,2287504,24-Apr-22,Mississippi,Columbus,Poplar St and Alabama St,1.0,0.0,False,True,False,False,2022,2,4,16,6
2286363,2286363,24-Apr-22,South Carolina,Myrtle Beach,12th Ave N and Withers Alley,1.0,3.0,False,True,False,True,2022,2,4,16,6
2286324,2286324,24-Apr-22,Georgia,Atlanta,1928 Meador Ave,0.0,1.0,False,True,False,False,2022,2,4,16,6
2286292,2286292,24-Apr-22,Florida,Tallahassee,200 Block of Dixie Dr,0.0,1.0,False,True,False,False,2022,2,4,16,6
2287842,2287842,24-Apr-22,Arkansas,Little Rock,1403 Roosevelt Rd,0.0,2.0,False,True,False,False,2022,2,4,16,6
2286385,2286385,24-Apr-22,South Carolina,Scranton,396 S Glendale School Rd,1.0,0.0,True,False,True,False,2022,2,4,16,6
2286883,2286883,24-Apr-22,New York,New York (Manhattan),Madison Ave and E 132nd St,0.0,1.0,False,False,True,False,2022,2,4,16,6
2290880,2290880,24-Apr-22,Florida,Inverness,4229 S Rainbow Dr,0.0,1.0,False,True,True,False,2022,2,4,16,6
2099842,2099842,24-Aug-21,Texas,Huntsville,Martin Luther King Dr and Thomason St,1.0,0.0,False,True,False,False,2021,3,8,34,1
2099712,2099712,24-Aug-21,New Mexico,Clovis,1051 NM-311,1.0,0.0,True,False,True,False,2021,3,8,34,1
2100311,2100311,24-Aug-21,Indiana,Richmond,612 S 7th St,1.0,0.0,False,False,True,False,2021,3,8,34,1
2100249,2100249,24-Aug-21,Louisiana,Arcadia,False,1.0,0.0,True,False,True,False,2021,3,8,34,1
2099585,2099585,24-Aug-21,Indiana,New Haven,10600 block of Seiller Rd,1.0,0.0,False,True,False,False,2021,3,8,34,1
2099598,2099598,24-Aug-21,Oregon,Gresham,NE 9th St and NE Hood Ave,1.0,0.0,False,True,False,False,2021,3,8,34,1
2099377,2099377,24-Aug-21,Pennsylvania,Philadelphia,2100 block of N 18th St,0.0,1.0,False,True,False,False,2021,3,8,34,1
2099241,2099241,24-Aug-21,Iowa,Des Moines,1400 block of 5th Ave,0.0,2.0,False,True,False,False,2021,3,8,34,1
2098609,2098609,24-Aug-21,Texas,Houston,4412 North Fwy,1.0,1.0,False,True,False,False,2021,3,8,34,1
2099832,2099832,24-Aug-21,Virginia,Lynchburg,800 block of Brook St,0.0,1.0,False,True,False,False,2021,3,8,34,1
2100689,2100689,24-Aug-21,Illinois,Rockford,False,0.0,2.0,False,True,False,False,2021,3,8,34,1
2099011,2099011,24-Aug-21,Tennessee,Nashville,Horton Ave and 13th Ave S,0.0,1.0,False,True,False,False,2021,3,8,34,1
2099265,2099265,24-Aug-21,Maryland,Hyattsville (Landover),1600 block of Brightseat Rd,1.0,0.0,True,False,False,False,2021,3,8,34,1
2100172,2100172,24-Aug-21,Colorado,Colorado Springs,3300 block of Monica Dr W,0.0,1.0,False,True,False,False,2021,3,8,34,1
2099295,2099295,24-Aug-21,Pennsylvania,Mc Kees Rocks (Mckees Rocks),600 block of Federal St,0.0,1.0,False,True,False,False,2021,3,8,34,1
2100283,2100283,24-Aug-21,Louisiana,Shreveport,2020 N Hearne Ave,0.0,1.0,True,False,False,False,2021,3,8,34,1
2106230,2106230,24-Aug-21,Texas,Mckinney,300 block of Covey Ln,0.0,1.0,False,True,False,False,2021,3,8,34,1
2197142,2197142,24-Dec-21,Missouri,Saint Louis,Lee Ave and N Newstead Ave,0.0,2.0,False,True,False,False,2021,4,12,51,4
2196403,2196403,24-Dec-21,Alabama,Meridianville,295 Bermuda Lakes Dr,2.0,0.0,False,True,False,False,2021,4,12,51,4
2206277,2206277,24-Dec-21,Pennsylvania,Philadelphia,3700 block of N Broad St,0.0,1.0,False,True,False,False,2021,4,12,51,4
2197014,2197014,24-Dec-21,California,Bakersfield,1800 block of Kentucky St,0.0,2.0,False,True,False,False,2021,4,12,51,4
2196488,2196488,24-Dec-21,Virginia,Norfolk,637 E Olney Rd,0.0,1.0,False,False,True,False,2021,4,12,51,4
2197835,2197835,24-Dec-21,Indiana,Merrillville,5800 block of Van Buren St,0.0,1.0,True,False,True,False,2021,4,12,51,4
2196740,2196740,24-Dec-21,Texas,Cypress,12500 Barker Cypress Rd,0.0,1.0,True,False,True,False,2021,4,12,51,4
2196846,2196846,24-Dec-21,Pennsylvania,Philadelphia,3100 block of N Patton St,0.0,1.0,True,False,True,False,2021,4,12,51,4
2199417,2199417,24-Dec-21,Texas,Huntsville,2452 Lake Rd,0.0,1.0,False,False,True,False,2021,4,12,51,4
2196440,2196440,24-Dec-21,Georgia,Clarkston,3629 Montreal Creek Cir,0.0,1.0,False,True,False,False,2021,4,12,51,4
2196267,2196267,24-Dec-21,Pennsylvania,Pittsburgh,7300 block of Schoyer St,0.0,6.0,False,False,False,True,2021,4,12,51,4
2197356,2197356,24-Dec-21,Tennessee,Memphis,Eldridge Ave and N Hollywood St,0.0,1.0,False,False,True,False,2021,4,12,51,4
2196911,2196911,24-Dec-21,North Carolina,Durham,600 block of Cook Rd,0.0,1.0,False,True,False,False,2021,4,12,51,4
2196839,2196839,24-Dec-21,New York,Brooklyn,1031 Nostrand Ave,0.0,4.0,False,False,False,True,2021,4,12,51,4
2196434,2196434,24-Dec-21,Georgia,Roswell,401 Huntington Dr,1.0,3.0,False,False,False,True,2021,4,12,51,4
2196475,2196475,24-Dec-21,Missouri,Independence,500 block of S Glenwood Ave,1.0,0.0,True,False,True,False,2021,4,12,51,4
2196727,2196727,24-Dec-21,Florida,Orlando,9000 block of 5th Ave,0.0,3.0,True,False,False,False,2021,4,12,51,4
2196666,2196666,24-Dec-21,Illinois,Chicago,5400 block of N Austin Ave,0.0,2.0,True,False,False,False,2021,4,12,51,4
2198890,2198890,24-Dec-21,Utah,West Jordan,8015 S 2200 W,1.0,0.0,False,True,False,False,2021,4,12,51,4
1938053,1938053,24-Feb-21,Maryland,Suitland,4400 block of Arnold Rd,1.0,0.0,False,True,False,False,2021,1,2,8,2
1937998,1937998,24-Feb-21,Louisiana,Baton Rouge,4600 Burbank Dr,0.0,1.0,False,True,False,False,2021,1,2,8,2
1937966,1937966,24-Feb-21,Louisiana,Eunice,400 block of E Maple St,0.0,1.0,False,True,False,False,2021,1,2,8,2
1937938,1937938,24-Feb-21,Indiana,Evansville,500 block of S Bedford Ave,0.0,1.0,False,True,False,False,2021,1,2,8,2
1938359,1938359,24-Feb-21,Missouri,Ballwin (Wildwood),1100 block of Eagle Creek Rd,1.0,1.0,False,True,False,False,2021,1,2,8,2
1937610,1937610,24-Feb-21,Illinois,Chicago,2338 N Sacramento Ave,0.0,1.0,False,True,False,False,2021,1,2,8,2
1938846,1938846,24-Feb-21,Iowa,Davenport,1300 block of Farnam St,1.0,0.0,False,True,False,False,2021,1,2,8,2
1938233,1938233,24-Feb-21,Oregon,Springfield,700 block of S 68th Pl,2.0,0.0,False,True,False,False,2021,1,2,8,2
1938652,1938652,24-Feb-21,Texas,San Antonio,3100 block of S Flores St,1.0,0.0,False,True,False,False,2021,1,2,8,2
1937818,1937818,24-Feb-21,Virginia,Richmond,Handel Ct and Chippendale Dr,1.0,1.0,False,True,False,False,2021,1,2,8,2
1937902,1937902,24-Feb-21,Louisiana,Shreveport,E. 68th St and Thornhill Ave,0.0,2.0,True,True,False,False,2021,1,2,8,2
1938980,1938980,24-Feb-21,Pennsylvania,York,400 block of N George St,0.0,1.0,False,False,True,False,2021,1,2,8,2
1937446,1937446,24-Feb-21,Florida,Miami,7800 block of SW 35th Terrace,0.0,1.0,False,True,True,False,2021,1,2,8,2
1938274,1938274,24-Feb-21,Washington,Yakima,612 N 6th Ave,0.0,1.0,False,True,False,False,2021,1,2,8,2
1939055,1939055,24-Feb-21,Ohio,Columbus,E Livingston Ave and Courtright Rd,0.0,1.0,False,True,False,False,2021,1,2,8,2
1937857,1937857,24-Feb-21,Kentucky,Louisville,2600 block of Cleveland Blvd,0.0,1.0,False,False,True,False,2021,1,2,8,2
2244627,2244627,24-Feb-22,Georgia,Statesboro,211 Lanier Dr,1.0,0.0,False,False,True,False,2022,1,2,8,3
2241946,2241946,24-Feb-22,Massachusetts,Falmouth,33 Shore St,0.0,1.0,False,False,True,False,2022,1,2,8,3
2241035,2241035,24-Feb-22,Georgia,Loganville,2 Bay Crest Ct,2.0,0.0,False,True,False,False,2022,1,2,8,3
2242629,2242629,24-Feb-22,Pennsylvania,Philadelphia,4800 block of N 9th St,0.0,1.0,False,True,False,False,2022,1,2,8,3
2244706,2244706,24-Feb-22,Alabama,Montgomery,3000 block of McGehee Rd,0.0,1.0,False,True,True,False,2022,1,2,8,3
2241879,2241879,24-Feb-22,California,Salinas,Parkside St and Hayes St,1.0,0.0,False,True,False,False,2022,1,2,8,3
2241503,2241503,24-Feb-22,Louisiana,New Orleans,St Charles Ave and Josephine St,0.0,1.0,False,True,False,False,2022,1,2,8,3
2241851,2241851,24-Feb-22,Georgia,Milledgeville,False,1.0,0.0,True,False,True,False,2022,1,2,8,3
2241368,2241368,24-Feb-22,California,Olivehurst,McGowan Pkwy and Fleming Ave,0.0,1.0,False,True,True,False,2022,1,2,8,3
2241727,2241727,24-Feb-22,California,Berkeley,1800 block of Oregon St,0.0,1.0,False,True,False,False,2022,1,2,8,3
2241577,2241577,24-Feb-22,Pennsylvania,Homestead,E 16th Ave,2.0,1.0,False,True,False,False,2022,1,2,8,3
2241752,2241752,24-Feb-22,Texas,Granbury,306 Kathy Lane,4.0,0.0,True,True,False,False,2022,1,2,8,3
2241977,2241977,24-Feb-22,North Carolina,Durham,2105 Bogarde St,0.0,1.0,False,True,False,False,2022,1,2,8,3
2241362,2241362,24-Feb-22,Indiana,Peru,2700 block of Capehart Ave,1.0,0.0,False,False,True,False,2022,1,2,8,3
2241299,2241299,24-Feb-22,Texas,San Antonio,90 Lanark Dr,0.0,4.0,False,True,False,True,2022,1,2,8,3
1915384,1915384,24-Jan-21,Ohio,Columbus,5334 Hazelwood Rd,1.0,0.0,False,True,False,False,2021,1,1,3,6
1925563,1925563,24-Jan-21,Texas,Plantersville (Todd Mission),False,0.0,1.0,False,True,False,False,2021,1,1,3,6
1910702,1910702,24-Jan-21,Texas,Dallas,7000 block of E RL Thornton Fwy,0.0,1.0,False,True,False,False,2021,1,1,3,6
1911463,1911463,24-Jan-21,Virginia,Norton,7717 Residence Rd,0.0,1.0,False,False,True,False,2021,1,1,3,6
1910952,1910952,24-Jan-21,Florida,Orlando,5140 Silver Star Rd,0.0,1.0,False,True,False,False,2021,1,1,3,6
1913683,1913683,24-Jan-21,Mississippi,Jackson,N West St and Mayes St,0.0,2.0,False,True,False,False,2021,1,1,3,6
1910947,1910947,24-Jan-21,Florida,Orlando,1500 block of Ridge Pointe Dr,0.0,3.0,False,True,False,False,2021,1,1,3,6
1910813,1910813,24-Jan-21,Michigan,Detroit,14400 block of Hubbell Ave,0.0,1.0,True,False,True,False,2021,1,1,3,6
1910790,1910790,24-Jan-21,Pennsylvania,West Chester,118 Mountain View Dr,4.0,0.0,True,True,False,False,2021,1,1,3,6
1910609,1910609,24-Jan-21,Illinois,Chicago,958 W 75th St,0.0,2.0,True,False,False,False,2021,1,1,3,6
1912084,1912084,24-Jan-21,Pennsylvania,Philadelphia,6300 block of Frankford Ave,0.0,1.0,False,True,False,False,2021,1,1,3,6
1911188,1911188,24-Jan-21,California,Alameda,1400 block of Park St,0.0,1.0,False,True,False,False,2021,1,1,3,6
1911043,1911043,24-Jan-21,Missouri,Saint Louis,4000 block of Laclede Ave,2.0,0.0,True,False,False,False,2021,1,1,3,6
1910136,1910136,24-Jan-21,Indiana,Indianapolis,3540 Adams St,5.0,1.0,False,True,False,True,2021,1,1,3,6
1910619,1910619,24-Jan-21,Nevada,Las Vegas,W Wilson Ave and H St,0.0,5.0,False,False,False,True,2021,1,1,3,6
2219689,2219689,24-Jan-22,Ohio,Somerville,9290 Greenbush Rd,3.0,0.0,True,True,False,False,2022,1,1,4,0
2218867,2218867,24-Jan-22,Georgia,Atlanta,202 Anderson Ave,1.0,0.0,True,False,False,False,2022,1,1,4,0
2219376,2219376,24-Jan-22,Indiana,Indianapolis,1900 block of Dr Martin Luther King Jr St,0.0,1.0,True,False,True,False,2022,1,1,4,0
2219024,2219024,24-Jan-22,Pennsylvania,Philadelphia,W Susquehanna Ave and N 15th St,0.0,1.0,False,True,False,False,2022,1,1,4,0
2219916,2219916,24-Jan-22,Illinois,Woodstock,1700 block of Yasgur Dr,0.0,1.0,False,False,True,False,2022,1,1,4,0
2218749,2218749,24-Jan-22,Louisiana,New Orleans,6000 block of Chef Menteur Hwy,0.0,2.0,False,True,False,False,2022,1,1,4,0
2219282,2219282,24-Jan-22,Kansas,Reading,1800 block of US-56,0.0,1.0,False,False,True,False,2022,1,1,4,0
2219858,2219858,24-Jan-22,North Carolina,Charlotte,5500 Block of Edsdale Place,0.0,1.0,False,True,False,False,2022,1,1,4,0
2219314,2219314,24-Jan-22,Virginia,Portsmouth,333 Effingham St,0.0,2.0,False,True,False,False,2022,1,1,4,0
2219415,2219415,24-Jan-22,Texas,North Richland Hills,5100 block of Gibbons Dr,2.0,0.0,False,True,False,False,2022,1,1,4,0
2072656,2072656,24-Jul-21,Illinois,Chicago,6800 block of S Peoria St,1.0,1.0,False,True,False,False,2021,3,7,29,5
2073828,2073828,24-Jul-21,Texas,Dallas,1180 N Masters Dr,0.0,2.0,True,False,False,False,2021,3,7,29,5
2072761,2072761,24-Jul-21,Georgia,Macon,Cherry St and Martin Luther King Jr Blvd,2.0,3.0,False,False,False,True,2021,3,7,29,5
2072962,2072962,24-Jul-21,Texas,Amarillo,1306 NE 3rd Ave,0.0,6.0,False,False,False,True,2021,3,7,29,5
2072782,2072782,24-Jul-21,Ohio,Columbus,N High St and E 4th Ave,0.0,4.0,False,False,False,True,2021,3,7,29,5
2073788,2073788,24-Jul-21,North Carolina,Monroe,1700 Icemorlee Dr,1.0,0.0,False,True,False,False,2021,3,7,29,5
2073640,2073640,24-Jul-21,Georgia,Atlanta,100 Anderson Ave NW,1.0,0.0,False,True,False,False,2021,3,7,29,5
2074453,2074453,24-Jul-21,Mississippi,Amory,False,1.0,0.0,True,False,True,False,2021,3,7,29,5
2072717,2072717,24-Jul-21,Texas,Houston,4500 block of Rosemary Ln,0.0,1.0,True,False,False,False,2021,3,7,29,5
2073759,2073759,24-Jul-21,South Carolina,Anderson,Phillips St,0.0,1.0,True,False,False,False,2021,3,7,29,5
2073050,2073050,24-Jul-21,Tennessee,Nashville,4000 block of Scotwood Dr,1.0,0.0,False,False,True,False,2021,3,7,29,5
2077927,2077927,24-Jul-21,Florida,Tallahassee,2800 S. Monroe St,0.0,1.0,False,False,True,False,2021,3,7,29,5
2073250,2073250,24-Jul-21,Tennessee,Memphis,4243 Graceland Dr,0.0,2.0,False,True,False,False,2021,3,7,29,5
2073106,2073106,24-Jul-21,Virginia,Suffolk,Green Ash Ct and Magnolia Dr,0.0,2.0,False,True,False,False,2021,3,7,29,5
2073262,2073262,24-Jul-21,Wisconsin,Milwaukee,4521 N 27th St,0.0,1.0,False,True,False,False,2021,3,7,29,5
2073267,2073267,24-Jul-21,Delaware,Dover,995 Whatcoat Dr,0.0,1.0,False,True,False,False,2021,3,7,29,5
2073557,2073557,24-Jul-21,Oregon,Eugene,796 W 13th Ave,0.0,1.0,False,True,True,False,2021,3,7,29,5
2072670,2072670,24-Jul-21,Illinois,Chicago,7100 block of S Ada St,0.0,2.0,False,True,False,False,2021,3,7,29,5
2073055,2073055,24-Jul-21,Tennessee,Nashville,Bronte Ave and Litton Ave,0.0,1.0,False,True,False,False,2021,3,7,29,5
2073088,2073088,24-Jul-21,Virginia,Roanoke,100 block of Campbell Ave SE,0.0,1.0,False,True,False,False,2021,3,7,29,5
2075390,2075390,24-Jul-21,North Carolina,Charlotte,Flint St,0.0,1.0,False,True,True,False,2021,3,7,29,5
2073729,2073729,24-Jul-21,South Carolina,Camden,175 Precipice Rd,0.0,1.0,False,True,True,False,2021,3,7,29,5
2076782,2076782,24-Jul-21,New York,Watervliet,2400 2nd Ave,0.0,1.0,False,False,True,False,2021,3,7,29,5
2072998,2072998,24-Jul-21,Texas,Dallas,1900 block of McBroom St,0.0,1.0,False,True,True,False,2021,3,7,29,5
2072850,2072850,24-Jul-21,Ohio,Cincinnati,10814  Hamilton Ave,0.0,1.0,False,False,True,False,2021,3,7,29,5
2074264,2074264,24-Jul-21,California,Antioch,418 E 18th St,0.0,3.0,False,False,True,False,2021,3,7,29,5
2044303,2044303,24-Jun-21,Kentucky,Hopkinsville,100 block of Plum St,1.0,0.0,False,True,True,False,2021,2,6,25,3
2044587,2044587,24-Jun-21,Texas,Starr (county),False,0.0,1.0,False,False,True,False,2021,2,6,25,3
2044733,2044733,24-Jun-21,Florida,Gainesville,4701 NW 6th St,1.0,4.0,False,True,False,True,2021,2,6,25,3
2044711,2044711,24-Jun-21,Idaho,Pocatello (Chubbuck),110 Knudsen Blvd,0.0,1.0,False,False,True,False,2021,2,6,25,3
2044395,2044395,24-Jun-21,Pennsylvania,Philadelphia,200 block of E Ashmead St,0.0,1.0,False,True,False,False,2021,2,6,25,3
2044884,2044884,24-Jun-21,New York,Bronx,1348 Webster Ave,0.0,1.0,False,False,True,False,2021,2,6,25,3
2044655,2044655,24-Jun-21,Wisconsin,Milwaukee,8500 block of W Hampton Ave,0.0,1.0,False,True,False,False,2021,2,6,25,3
2051643,2051643,24-Jun-21,Illinois,Zion,3000 block of Elim Ave,1.0,0.0,False,True,True,False,2021,2,6,25,3
2044371,2044371,24-Jun-21,Pennsylvania,Philadelphia,3400 block of Ridge Ave,0.0,1.0,False,True,True,False,2021,2,6,25,3
2044225,2044225,24-Jun-21,Michigan,Kalamazoo,1100 block of Lake St,1.0,0.0,True,False,True,False,2021,2,6,25,3
2045253,2045253,24-Jun-21,Louisiana,New Orleans,3100 block of Pauger St,0.0,1.0,True,False,False,False,2021,2,6,25,3
2045387,2045387,24-Jun-21,Missouri,Saint Louis (Kirkwood),300 block of Meacham St,0.0,1.0,False,True,False,False,2021,2,6,25,3
2044263,2044263,24-Jun-21,Virginia,Chesapeake,Drake Cir,0.0,1.0,False,True,False,False,2021,2,6,25,3
2045070,2045070,24-Jun-21,Minnesota,Minneapolis (Brooklyn Park),7800 block of Yates Ave N,0.0,1.0,False,True,False,False,2021,2,6,25,3
2044494,2044494,24-Jun-21,Texas,Houston,I-10 and I-45,0.0,1.0,False,True,False,False,2021,2,6,25,3
2044364,2044364,24-Jun-21,Pennsylvania,Philadelphia,800 block of S 13th St,0.0,2.0,False,True,False,False,2021,2,6,25,3
2044447,2044447,24-Jun-21,Ohio,Columbus,1826 Lattimer Dr,1.0,0.0,False,True,False,False,2021,2,6,25,3
2339302,2339302,24-Jun-22,Texas,Houston,9031 Melody Park Ln,1.0,0.0,False,True,False,False,2022,2,6,25,4
2339317,2339317,24-Jun-22,South Carolina,Seabrook,Vidalia Rd,1.0,0.0,False,True,False,False,2022,2,6,25,4
2340044,2340044,24-Jun-22,Texas,Fort Worth,3261 Northeast Loop 820,1.0,0.0,False,True,False,False,2022,2,6,25,4
2339977,2339977,24-Jun-22,Georgia,Lagrange,1009 Hogansville Rd,1.0,2.0,False,True,False,False,2022,2,6,25,4
2340328,2340328,24-Jun-22,North Carolina,Durham,300 block of S Woodcrest St,1.0,0.0,False,True,False,False,2022,2,6,25,4
2339369,2339369,24-Jun-22,Illinois,Chicago,7700 block of S Shore Ave,1.0,1.0,True,False,False,False,2022,2,6,25,4
2339866,2339866,24-Jun-22,Virginia,Hopewell,Elm St and Arlington Rd,2.0,2.0,False,True,False,True,2022,2,6,25,4
2339826,2339826,24-Jun-22,California,San Diego,F St and Fifth Ave,0.0,2.0,False,False,True,False,2022,2,6,25,4
2338897,2338897,24-Jun-22,Pennsylvania,Philadelphia,1725 Bridge St,0.0,1.0,False,True,False,False,2022,2,6,25,4
2338934,2338934,24-Jun-22,Illinois,Chicago,8000 block of S Stewart Ave,0.0,1.0,False,True,False,False,2022,2,6,25,4
2338874,2338874,24-Jun-22,Pennsylvania,Philadelphia,S Bucknell St and Oakford St,2.0,2.0,False,False,False,True,2022,2,6,25,4
2339384,2339384,24-Jun-22,Delaware,Wilmington,Tatnall St and W 24th St,0.0,3.0,False,True,False,False,2022,2,6,25,4
2339526,2339526,24-Jun-22,Michigan,Detroit,McKinney St and Haverhill St,0.0,2.0,False,True,False,False,2022,2,6,25,4
2339373,2339373,24-Jun-22,Illinois,Chicago,E 81st St and S King Dr,0.0,3.0,False,True,False,False,2022,2,6,25,4
1959985,1959985,24-Mar-21,Illinois,Chicago,7224 N Paulina St,1.0,0.0,False,True,False,False,2021,1,3,12,2
1960795,1960795,24-Mar-21,District of Columbia,Washington,1200 block of Mississippi Ave SE,0.0,1.0,False,True,False,False,2021,1,3,12,2
1960490,1960490,24-Mar-21,Texas,Fort Worth,3500 block of Vela Ln,0.0,1.0,False,True,False,False,2021,1,3,12,2
1962039,1962039,24-Mar-21,Texas,Wichita Falls,False,0.0,2.0,False,True,False,False,2021,1,3,12,2
1960873,1960873,24-Mar-21,Oregon,Salem,500 Elma Ave SE,1.0,1.0,False,True,False,False,2021,1,3,12,2
1960670,1960670,24-Mar-21,Ohio,Mansfield,500 block of Arlington Ave,0.0,1.0,False,False,True,False,2021,1,3,12,2
1961113,1961113,24-Mar-21,Iowa,Des Moines,4919 NW Aurora Ave,0.0,1.0,False,True,False,False,2021,1,3,12,2
1960675,1960675,24-Mar-21,Tennessee,Knoxville,4300 block of Joe Lewis Rd,0.0,1.0,False,True,False,False,2021,1,3,12,2
1961107,1961107,24-Mar-21,California,Oakland,2500 block of 26th Ave,0.0,3.0,False,False,True,False,2021,1,3,12,2
1961521,1961521,24-Mar-21,Ohio,Pataskala,195 Coronado Dr,1.0,1.0,True,False,False,False,2021,1,3,12,2
1961697,1961697,24-Mar-21,Nebraska,Scottsbluff,700 block of E 18th St,0.0,1.0,False,False,True,False,2021,1,3,12,2
1966828,1966828,24-Mar-21,California,Watsonville,Washington St,0.0,1.0,False,True,False,False,2021,1,3,12,2
2262507,2262507,24-Mar-22,Louisiana,New Orleans,Symmes Ave and Queisser St,0.0,2.0,False,True,False,False,2022,1,3,12,3
2263301,2263301,24-Mar-22,Arkansas,Little Rock,2500 Ringo St,0.0,2.0,False,True,False,False,2022,1,3,12,3
2261846,2261846,24-Mar-22,Kentucky,Louisville,W Hill St and S 7th St,0.0,1.0,True,False,True,False,2022,1,3,12,3
2262654,2262654,24-Mar-22,Pennsylvania,Philadelphia,6200 block of Mulberry St,1.0,0.0,False,True,False,False,2022,1,3,12,3
2262737,2262737,24-Mar-22,Minnesota,Minneapolis,3900 block of 3rd Ave NE,1.0,0.0,False,True,True,False,2022,1,3,12,3
2262573,2262573,24-Mar-22,Ohio,Akron,Dayton Pl and Dayton St,1.0,0.0,True,False,True,False,2022,1,3,12,3
2262527,2262527,24-Mar-22,North Carolina,Laurinburg,Willow Dr,1.0,2.0,False,True,False,False,2022,1,3,12,3
2262154,2262154,24-Mar-22,Texas,Killeen,611 Brook Dr,2.0,0.0,False,True,False,False,2022,1,3,12,3
2015106,2015106,24-May-21,Maryland,Baltimore,800 block of Belgin Ave,0.0,1.0,False,True,False,False,2021,2,5,21,0
2015526,2015526,24-May-21,Ohio,Columbus,339 Wespot Dr,0.0,2.0,False,True,False,False,2021,2,5,21,0
2021481,2021481,24-May-21,Pennsylvania,Philadelphia,S 52nd St and Chestnut St,0.0,1.0,False,True,False,False,2021,2,5,21,0
2014878,2014878,24-May-21,Illinois,Chicago,8237 S Houston Ave,0.0,2.0,False,True,False,False,2021,2,5,21,0
2013963,2013963,24-May-21,Michigan,Detroit,13600 block of Greenview Ave,0.0,1.0,False,True,False,False,2021,2,5,21,0
2015232,2015232,24-May-21,Louisiana,New Orleans,Rosiere St and Castiglione St,0.0,1.0,False,True,False,False,2021,2,5,21,0
2015514,2015514,24-May-21,Ohio,Toledo,702 Bush St,0.0,1.0,False,True,False,False,2021,2,5,21,0
2017111,2017111,24-May-21,Wisconsin,Milwaukee (Brown Deer),8100 block of N 45th St,0.0,1.0,False,False,True,False,2021,2,5,21,0
2015033,2015033,24-May-21,Tennessee,Chattanooga,2300 block of Milne St,0.0,1.0,False,True,False,False,2021,2,5,21,0
2014913,2014913,24-May-21,Illinois,Chicago,4300 block of W Monroe St,0.0,1.0,False,False,True,False,2021,2,5,21,0
2014085,2014085,24-May-21,Kansas,Wichita,3100 block of S Yale St,0.0,1.0,True,False,True,False,2021,2,5,21,0
2015020,2015020,24-May-21,Tennessee,Madison,Gallatin Pike N and Dupont Ave,0.0,2.0,False,True,False,False,2021,2,5,21,0
2014089,2014089,24-May-21,Florida,Orlando,1700 block of Knotting Hill Dr,0.0,1.0,True,False,True,False,2021,2,5,21,0
2014248,2014248,24-May-21,New York,Elmira,W Henry St,0.0,1.0,False,True,False,False,2021,2,5,21,0
2014661,2014661,24-May-21,Oregon,Grants Pass,500 block of NW Butler Ave,0.0,1.0,False,True,False,False,2021,2,5,21,0
2015579,2015579,24-May-21,Oklahoma,Tulsa,715 N 96th E Pl,0.0,1.0,False,True,False,False,2021,2,5,21,0
2014368,2014368,24-May-21,Ohio,Columbus,1450 W Broad St,1.0,1.0,False,True,False,False,2021,2,5,21,0
2014939,2014939,24-May-21,Michigan,Detroit,Hubbell Ave and Wadsworth Ave,0.0,1.0,False,False,True,False,2021,2,5,21,0
2014899,2014899,24-May-21,Illinois,Chicago,500 block of S Oakley Blvd,1.0,1.0,False,True,False,False,2021,2,5,21,0
